time,type,orderID,size,price,direction,askPrice,askSize,bidPrice,bidSize
34204.4767,1,16667397,100,2241300,-1,2241300,100,2238900,100
34204.57276,5,0,40,2239100,1,2241300,100,2238900,100
34204.65231,1,16681306,1100,2241000,-1,2241000,1100,2238900,100
34204.76392,1,16692138,100,2241000,-1,2241000,1200,2238900,100
34205.10426,3,16692138,100,2241000,-1,2241000,1100,2238900,100
34205.10426,1,16723342,100,2240800,-1,2240800,100,2238900,100
34205.10482,1,16723399,220,2240800,-1,2240800,320,2238900,100
34205.10583,3,16723399,220,2240800,-1,2240800,100,2238900,100
34205.1071,1,16723613,220,2240800,-1,2240800,320,2238900,100
34205.1081,3,16723613,220,2240800,-1,2240800,100,2238900,100
34205.1094,1,16723877,220,2240800,-1,2240800,320,2238900,100
34205.10975,1,16723916,155,2240800,-1,2240800,475,2238900,100
34205.11047,3,16723877,220,2240800,-1,2240800,255,2238900,100
34205.1621,1,16728917,100,2240700,-1,2240700,100,2238900,100
34205.19778,1,16732821,100,2238900,1,2240700,100,2238900,200
34205.3043,5,0,35,2239000,1,2240700,100,2238900,200
34205.51395,1,16763343,100,2240500,-1,2240500,100,2238900,200
34205.62166,5,0,37,2239000,1,2240500,100,2238900,200
34205.62175,5,0,128,2239000,1,2240500,100,2238900,200
34205.62175,5,0,72,2239000,1,2240500,100,2238900,200
34205.88822,3,16763343,100,2240500,-1,2240700,100,2238900,200
34205.88822,1,16797917,100,2240300,-1,2240300,100,2238900,200
34205.91945,1,16799433,100,2240200,-1,2240200,100,2238900,200
34206.15154,1,16811014,100,2240200,-1,2240200,200,2238900,200
34206.55539,1,16830499,100,2238900,1,2240200,200,2238900,300
34207.02466,5,0,10,2239300,1,2240200,200,2238900,300
34207.02466,5,0,28,2239000,1,2240200,200,2238900,300
34207.02466,5,0,26,2239000,1,2240200,200,2238900,300
34207.23254,3,16732821,100,2238900,1,2240200,200,2238900,200
34207.23265,5,0,74,2239000,1,2240200,200,2238900,200
34207.23265,5,0,113,2239000,1,2240200,200,2238900,200
34207.23265,4,16451737,13,2238900,1,2240200,200,2238900,187
34207.27207,3,16451737,87,2238900,1,2240200,200,2238900,100
34207.27207,1,16866136,87,2239000,1,2240200,200,2239000,87
34207.31216,3,16866136,87,2239000,1,2240200,200,2238900,100
34207.31216,1,16867608,87,2239100,1,2240200,200,2239100,87
34207.3195,4,16799433,71,2240200,-1,2240200,129,2239100,87
34207.35959,4,16799433,29,2240200,-1,2240200,100,2239100,87
34207.35959,4,16811014,71,2240200,-1,2240200,29,2239100,87
34207.40968,3,16867608,87,2239100,1,2240200,29,2238900,100
34207.40968,1,16873976,87,2239200,1,2240200,29,2239200,87
34207.71831,3,16811014,29,2240200,-1,2240700,100,2239200,87
34207.71831,1,16887475,29,2240700,-1,2240700,129,2239200,87
34208.99603,1,16929385,77,2239200,1,2240700,129,2239200,164
34209.33946,1,16943725,100,2239200,1,2240700,129,2239200,264
34209.70973,3,16887475,29,2240700,-1,2240700,100,2239200,264
34209.70973,1,16954459,29,2240600,-1,2240600,29,2239200,264
34209.76668,3,16954459,29,2240600,-1,2240700,100,2239200,264
34209.76668,1,16956634,29,2240700,-1,2240700,129,2239200,264
34209.78733,3,16956634,29,2240700,-1,2240700,100,2239200,264
34209.78733,1,16958151,29,2240500,-1,2240500,29,2239200,264
34210.20649,1,16984035,100,2239200,1,2240500,29,2239200,364
34210.51521,3,16958151,29,2240500,-1,2240700,100,2239200,364
34210.51521,1,17004982,29,2240400,-1,2240400,29,2239200,364
34210.70647,3,17004982,29,2240400,-1,2240700,100,2239200,364
34210.70647,1,17017091,29,2240300,-1,2240300,29,2239200,364
34210.91042,3,17017091,29,2240300,-1,2240700,100,2239200,364
34210.91042,1,17030256,29,2240400,-1,2240400,29,2239200,364
34210.96698,4,17030256,29,2240400,-1,2240700,100,2239200,364
34210.96698,5,0,71,2240400,-1,2240700,100,2239200,364
34211.61861,1,17063006,400,2240700,-1,2240700,500,2239200,364
34211.94311,4,16728917,100,2240700,-1,2240700,400,2239200,364
34211.94311,4,17063006,300,2240700,-1,2240700,100,2239200,364
